Datetime,HourMin,Tot,T5,T10,T15,T20,T25,T30,T35,T40,T45,T50,T55,T60,Rest
2013-08-19 00:00:00,00:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 00:30:00,00:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 01:00:00,01:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 01:30:00,01:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 02:00:00,02:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 02:30:00,02:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 03:00:00,03:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 03:30:00,03:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 04:00:00,04:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 04:30:00,04:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 05:00:00,05:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 05:30:00,05:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 06:00:00,06:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 06:30:00,06:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 07:00:00,07:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 07:30:00,07:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 08:00:00,08:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 08:30:00,08:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 09:00:00,09:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 09:30:00,09:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 10:00:00,10:00, 1, 1,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 10:30:00,10:30, 8, 0,0,0,1,0,4,2,0,0,0,1,0,0
2013-08-19 11:00:00,11:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 11:30:00,11:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 12:00:00,12:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 12:30:00,12:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 13:00:00,13:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 13:30:00,13:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 14:00:00,14:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 14:30:00,14:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 15:00:00,15:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 15:30:00,15:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 16:00:00,16:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 16:30:00,16:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 17:00:00,17:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 17:30:00,17:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 18:00:00,18:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 18:30:00,18:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 19:00:00,19:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 19:30:00,19:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 20:00:00,20:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 20:30:00,20:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 21:00:00,21:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 21:30:00,21:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 22:00:00,22:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 22:30:00,22:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 23:00:00,23:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19 23:30:00,23:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-20 00:00:00,00:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-20 00:30:00,00:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-20 01:00:00,01:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-20 01:30:00,01:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-20 02:00:00,02:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-20 02:30:00,02:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-20 03:00:00,03:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-20 03:30:00,03:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-20 04:00:00,04:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-20 04:30:00,04:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-20 05:00:00,05:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-20 05:30:00,05:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-20 06:00:00,06:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-20 06:30:00,06:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-20 07:00:00,07:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-20 07:30:00,07:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-20 08:00:00,08:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-20 08:30:00,08:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-20 09:00:00,09:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-20 09:30:00,09:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-20 10:00:00,10:00, 1, 0,0,0,0,1,0,0,0,0,0,0,0,0
2013-08-20 10:30:00,10:30, 20, 0,1,0,2,3,3,4,2,1,1,3,0,0
2013-08-20 11:00:00,11:00, 2, 1,1,0,0,0,0,0,0,0,0,0,0,0
2013-08-20 11:30:00,11:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-20 12:00:00,12:00, 10, 3,1,0,4,0,0,1,0,1,0,0,0,0
2013-08-20 12:30:00,12:30, 18, 0,0,2,2,2,4,1,1,3,1,0,2,0
2013-08-20 13:00:00,13:00, 29, 2,1,5,2,2,0,6,5,2,0,0,2,2
2013-08-20 13:30:00,13:30, 14, 1,0,0,0,0,1,3,3,2,0,1,0,3
2013-08-20 14:00:00,14:00, 23, 4,2,2,2,2,2,2,1,2,1,0,1,2
2013-08-20 14:30:00,14:30, 32, 3,5,1,2,2,1,5,2,6,0,0,2,3
2013-08-20 15:00:00,15:00, 15, 2,0,1,0,1,2,4,0,2,0,2,0,1
2013-08-20 15:30:00,15:30, 20, 1,1,0,1,2,1,4,2,3,1,2,0,2
2013-08-20 16:00:00,16:00, 25, 3,2,0,0,2,5,3,5,1,2,0,0,2
2013-08-20 16:30:00,16:30, 12, 1,0,3,2,1,2,0,0,1,1,0,0,1
2013-08-20 17:00:00,17:00, 18, 0,1,2,3,1,3,4,2,0,0,1,0,1
2013-08-20 17:30:00,17:30, 19, 1,3,1,1,1,1,1,4,4,0,0,1,1
2013-08-20 18:00:00,18:00, 27, 0,1,0,1,7,5,9,2,0,0,0,0,2
2013-08-20 18:30:00,18:30, 11, 0,1,2,0,1,0,2,3,0,0,0,0,2
2013-08-20 19:00:00,19:00, 3, 0,0,0,0,0,1,0,1,0,0,0,0,1
2013-08-20 19:30:00,19:30, 3, 0,0,1,0,0,0,1,0,0,0,0,0,1
2013-08-20 20:00:00,20:00, 3, 0,0,1,0,0,1,1,0,0,0,0,0,0
2013-08-20 20:30:00,20:30, 3, 1,1,0,0,0,0,0,0,0,0,1,0,0
2013-08-20 21:00:00,21:00, 3, 0,0,0,1,0,0,1,0,0,0,1,0,0
2013-08-20 21:30:00,21:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-20 22:00:00,22:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-20 22:30:00,22:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-20 23:00:00,23:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-20 23:30:00,23:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-21 00:00:00,00:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-21 00:30:00,00:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-21 01:00:00,01:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-21 01:30:00,01:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-21 02:00:00,02:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-21 02:30:00,02:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-21 03:00:00,03:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-21 03:30:00,03:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-21 04:00:00,04:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-21 04:30:00,04:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-21 05:00:00,05:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-21 05:30:00,05:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-21 06:00:00,06:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-21 06:30:00,06:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-21 07:00:00,07:00, 1, 0,0,0,0,0,1,0,0,0,0,0,0,0
2013-08-21 07:30:00,07:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-21 08:00:00,08:00, 2, 0,0,0,0,0,1,0,1,0,0,0,0,0
2013-08-21 08:30:00,08:30, 4, 0,2,0,1,0,0,0,0,1,0,0,0,0
2013-08-21 09:00:00,09:00, 9, 2,2,1,0,1,0,0,2,0,0,0,1,0
2013-08-21 09:30:00,09:30, 15, 1,3,0,1,3,0,2,2,1,0,1,1,0
2013-08-21 10:00:00,10:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-21 10:30:00,10:30, 7, 0,0,1,1,1,1,1,1,1,0,0,0,0
2013-08-21 11:00:00,11:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-21 11:30:00,11:30, 18, 1,1,1,2,2,1,3,2,1,2,0,0,2
2013-08-21 12:00:00,12:00, 16, 2,0,1,2,0,2,1,2,0,1,1,1,3
2013-08-21 12:30:00,12:30, 31, 0,2,0,2,3,5,2,8,1,3,1,2,2
2013-08-21 13:00:00,13:00, 14, 0,1,3,0,1,1,3,1,1,2,0,0,1
2013-08-21 13:30:00,13:30, 6, 0,0,0,0,1,2,2,0,1,0,0,0,0
2013-08-21 14:00:00,14:00, 5, 1,1,0,0,0,1,0,2,0,0,0,0,0
2013-08-21 14:30:00,14:30, 9, 0,0,2,0,0,4,2,1,0,0,0,0,0
2013-08-21 15:00:00,15:00, 7, 1,0,1,0,0,0,1,0,1,0,0,1,2
2013-08-21 15:30:00,15:30, 26, 0,2,1,0,2,2,5,1,6,0,2,1,4
2013-08-21 16:00:00,16:00, 31, 2,3,2,1,3,2,3,4,5,1,0,1,4
2013-08-21 16:30:00,16:30, 19, 0,3,0,1,1,3,4,1,2,0,0,1,3
2013-08-21 17:00:00,17:00, 14, 0,2,1,2,2,1,3,1,0,0,0,1,1
2013-08-21 17:30:00,17:30, 19, 1,1,1,1,3,0,2,2,4,1,0,1,2
2013-08-21 18:00:00,18:00, 26, 1,1,1,1,5,3,4,3,2,1,0,1,3
2013-08-21 18:30:00,18:30, 10, 0,1,0,1,0,1,1,1,2,0,0,1,2
2013-08-21 19:00:00,19:00, 6, 0,1,0,0,2,1,0,1,0,0,0,0,1
2013-08-21 19:30:00,19:30, 5, 1,0,0,0,2,0,0,1,0,0,0,1,0
2013-08-21 20:00:00,20:00, 3, 0,0,0,0,1,0,0,1,0,0,0,1,0
2013-08-21 20:30:00,20:30, 2, 0,0,0,0,0,0,0,0,0,0,0,1,1
2013-08-21 21:00:00,21:00, 4, 0,0,0,0,0,0,1,1,0,0,0,1,1
2013-08-21 21:30:00,21:30, 9, 0,0,2,1,1,1,2,0,0,1,0,0,1
2013-08-21 22:00:00,22:00, 1, 0,0,0,0,0,0,1,0,0,0,0,0,0
2013-08-21 22:30:00,22:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-21 23:00:00,23:00, 1, 0,1,0,0,0,0,0,0,0,0,0,0,0
2013-08-21 23:30:00,23:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-22 00:00:00,00:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-22 00:30:00,00:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-22 01:00:00,01:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-22 01:30:00,01:30, 1, 0,0,0,0,0,1,0,0,0,0,0,0,0
2013-08-22 02:00:00,02:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-22 02:30:00,02:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-22 03:00:00,03:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-22 03:30:00,03:30, 2, 1,0,0,1,0,0,0,0,0,0,0,0,0
2013-08-22 04:00:00,04:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-22 04:30:00,04:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-22 05:00:00,05:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-22 05:30:00,05:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-22 06:00:00,06:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-22 06:30:00,06:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-22 07:00:00,07:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-22 07:30:00,07:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-22 08:00:00,08:00, 1, 0,1,0,0,0,0,0,0,0,0,0,0,0
2013-08-22 08:30:00,08:30, 2, 0,0,0,0,0,0,0,0,1,0,0,0,1
2013-08-22 09:00:00,09:00, 8, 1,2,0,0,2,0,1,0,1,0,0,0,1
2013-08-22 09:30:00,09:30, 13, 4,1,2,1,1,2,1,0,1,0,0,0,0
2013-08-22 10:00:00,10:00, 4, 1,0,0,0,0,1,1,0,1,0,0,0,0
2013-08-22 10:30:00,10:30, 4, 0,0,1,1,0,0,0,1,1,0,0,0,0
2013-08-22 11:00:00,11:00, 1, 0,0,1,0,0,0,0,0,0,0,0,0,0
2013-08-22 11:30:00,11:30, 4, 0,0,0,0,1,1,0,1,0,1,0,0,0
2013-08-22 12:00:00,12:00, 2, 0,0,0,0,0,0,0,1,1,0,0,0,0
2013-08-22 12:30:00,12:30, 10, 0,0,1,0,1,2,3,2,1,0,0,0,0
2013-08-22 13:00:00,13:00, 4, 0,0,0,1,2,1,0,0,0,0,0,0,0
2013-08-22 13:30:00,13:30, 1, 0,0,0,0,0,0,0,0,0,0,1,0,0
2013-08-22 14:00:00,14:00, 35, 0,1,1,1,5,6,6,2,0,1,3,1,8
2013-08-22 14:30:00,14:30, 35, 1,2,1,3,3,2,3,4,0,4,3,1,8
2013-08-22 15:00:00,15:00, 42, 4,10,2,3,1,2,5,0,3,2,0,0,10
2013-08-22 15:30:00,15:30, 62, 0,4,2,3,6,4,10,2,8,2,4,3,14
2013-08-22 16:00:00,16:00, 33, 1,2,3,6,1,2,3,2,3,0,0,2,8
2013-08-22 16:30:00,16:30, 29, 1,1,4,1,2,1,2,3,2,2,0,3,7
2013-08-22 17:00:00,17:00, 26, 0,1,1,1,0,3,2,1,2,3,0,3,9
2013-08-22 17:30:00,17:30, 19, 1,2,1,4,0,1,2,2,0,0,0,1,5
2013-08-22 18:00:00,18:00, 25, 1,0,2,0,1,1,5,0,0,0,1,2,12
2013-08-22 18:30:00,18:30, 20, 0,0,0,0,2,1,0,0,2,0,1,1,13
2013-08-22 19:00:00,19:00, 15, 0,0,0,0,1,0,2,0,0,0,0,1,11
2013-08-22 19:30:00,19:30, 10, 1,0,1,0,0,1,2,1,0,0,0,1,3
2013-08-22 20:00:00,20:00, 10, 1,0,0,1,0,1,2,1,0,0,0,0,4
2013-08-22 20:30:00,20:30, 14, 1,0,1,1,0,1,1,1,2,0,0,2,4
2013-08-22 21:00:00,21:00, 11, 0,0,0,2,0,1,0,2,2,0,0,1,3
2013-08-22 21:30:00,21:30, 6, 0,0,0,0,0,0,1,1,0,0,0,1,3
2013-08-22 22:00:00,22:00, 6, 0,0,0,0,2,0,1,1,1,0,0,0,1
2013-08-22 22:30:00,22:30, 3, 0,0,0,0,0,0,1,0,0,1,0,0,1
2013-08-22 23:00:00,23:00, 1, 0,0,0,0,0,0,0,0,0,1,0,0,0
2013-08-22 23:30:00,23:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-23 00:00:00,00:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-23 00:30:00,00:30, 2, 0,1,0,0,0,0,0,0,0,0,0,0,1
2013-08-23 01:00:00,01:00, 1, 0,0,0,0,0,0,0,0,0,0,0,0,1
2013-08-23 01:30:00,01:30, 1, 0,0,0,0,0,0,0,0,0,0,0,0,1
2013-08-23 02:00:00,02:00, 1, 0,0,0,0,0,0,0,0,0,0,0,0,1
2013-08-23 02:30:00,02:30, 1, 0,0,0,0,0,0,0,0,0,0,0,0,1
2013-08-23 03:00:00,03:00, 1, 0,0,0,0,0,0,0,0,0,0,0,0,1
2013-08-23 03:30:00,03:30, 1, 0,0,0,0,0,0,0,0,0,0,0,0,1
2013-08-23 04:00:00,04:00, 1, 0,0,0,0,0,0,0,0,0,0,0,0,1
2013-08-23 04:30:00,04:30, 1, 0,0,0,0,0,0,0,0,0,0,0,0,1
2013-08-23 05:00:00,05:00, 1, 0,0,0,0,0,0,0,0,0,0,0,0,1
2013-08-23 05:30:00,05:30, 1, 0,0,0,0,0,0,0,0,0,0,0,0,1
2013-08-23 06:00:00,06:00, 1, 0,0,0,0,0,0,0,0,0,0,0,0,1
2013-08-23 06:30:00,06:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-23 07:00:00,07:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-23 07:30:00,07:30, 3, 2,0,0,0,0,0,0,0,0,0,0,0,1
2013-08-23 08:00:00,08:00, 19, 1,1,0,0,1,5,2,0,1,2,1,2,3
2013-08-23 08:30:00,08:30, 20, 0,1,1,0,1,0,7,0,1,3,1,1,4
2013-08-23 09:00:00,09:00, 43, 1,3,1,1,3,4,6,1,2,1,3,7,10
2013-08-23 09:30:00,09:30, 77, 0,4,2,2,2,2,24,7,8,2,5,8,11
2013-08-23 10:00:00,10:00, 47, 1,3,5,2,0,2,6,4,4,2,4,4,10
2013-08-23 10:30:00,10:30, 85, 0,3,1,6,2,8,18,9,7,6,7,3,15
2013-08-23 11:00:00,11:00, 33, 1,2,3,1,0,2,3,0,4,0,1,3,13
2013-08-23 11:30:00,11:30, 93, 2,5,5,2,1,12,20,10,10,3,3,5,15
2013-08-23 12:00:00,12:00, 46, 2,3,2,1,1,4,4,2,4,0,1,4,18
2013-08-23 12:30:00,12:30, 67, 3,3,1,2,4,6,12,3,6,2,3,5,17
2013-08-23 13:00:00,13:00, 23, 1,0,2,2,1,0,2,2,1,0,0,2,10
2013-08-23 13:30:00,13:30, 21, 0,2,2,1,1,1,2,0,2,0,0,1,9
2013-08-23 14:00:00,14:00, 34, 0,4,2,4,2,3,5,1,3,1,0,1,8
2013-08-23 14:30:00,14:30, 34, 0,0,4,2,0,4,4,2,4,2,1,1,10
2013-08-23 15:00:00,15:00, 28, 2,1,4,0,1,1,4,0,1,2,0,3,9
2013-08-23 15:30:00,15:30, 35, 2,1,2,2,2,0,3,3,1,2,1,4,12
2013-08-23 16:00:00,16:00, 22, 0,3,0,1,2,1,3,1,0,1,1,2,7
2013-08-23 16:30:00,16:30, 9, 0,0,0,0,1,0,0,4,0,0,0,0,4
2013-08-23 17:00:00,17:00, 12, 1,1,0,1,0,0,1,0,1,0,1,1,5
2013-08-23 17:30:00,17:30, 10, 0,0,0,1,0,0,2,0,1,0,1,1,4
2013-08-23 18:00:00,18:00, 6, 0,0,0,2,0,0,2,0,0,0,0,0,2
2013-08-23 18:30:00,18:30, 7, 0,1,1,0,0,2,1,0,0,0,0,0,2
2013-08-23 19:00:00,19:00, 4, 0,1,2,0,0,0,0,0,0,0,0,0,1
2013-08-23 19:30:00,19:30, 4, 0,0,0,0,0,0,1,1,0,0,0,0,2
2013-08-23 20:00:00,20:00, 3, 0,0,0,0,0,0,0,0,0,0,0,0,3
2013-08-23 20:30:00,20:30, 7, 1,0,1,0,0,0,1,1,0,0,0,0,3
2013-08-23 21:00:00,21:00, 3, 0,0,0,0,1,0,0,0,0,0,0,0,2
2013-08-23 21:30:00,21:30, 8, 1,1,0,1,1,0,0,0,0,1,0,0,3
2013-08-23 22:00:00,22:00, 7, 0,0,1,0,0,1,0,1,0,0,0,0,4
2013-08-23 22:30:00,22:30, 5, 0,0,0,0,0,0,0,1,0,0,0,0,4
2013-08-23 23:00:00,23:00, 3, 0,0,0,0,0,0,0,0,0,0,0,0,3
2013-08-23 23:30:00,23:30, 2, 0,0,0,0,0,0,0,0,0,0,0,0,2
2013-08-24 00:00:00,00:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 00:30:00,00:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 01:00:00,01:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 01:30:00,01:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 02:00:00,02:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 02:30:00,02:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 03:00:00,03:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 03:30:00,03:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 04:00:00,04:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 04:30:00,04:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 05:00:00,05:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 05:30:00,05:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 06:00:00,06:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 06:30:00,06:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 07:00:00,07:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 07:30:00,07:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 08:00:00,08:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 08:30:00,08:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 09:00:00,09:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 09:30:00,09:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 10:00:00,10:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 10:30:00,10:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 11:00:00,11:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 11:30:00,11:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 12:00:00,12:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 12:30:00,12:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 13:00:00,13:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 13:30:00,13:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 14:00:00,14:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 14:30:00,14:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 15:00:00,15:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 15:30:00,15:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 16:00:00,16:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 16:30:00,16:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 17:00:00,17:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 17:30:00,17:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 18:00:00,18:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 18:30:00,18:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 19:00:00,19:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 19:30:00,19:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 20:00:00,20:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 20:30:00,20:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 21:00:00,21:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 21:30:00,21:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 22:00:00,22:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 22:30:00,22:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 23:00:00,23:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24 23:30:00,23:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-25 00:00:00,00:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-25 00:30:00,00:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-25 01:00:00,01:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-25 01:30:00,01:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-25 02:00:00,02:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-25 02:30:00,02:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-25 03:00:00,03:00, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-25 03:30:00,03:30, 0, 0,0,0,0,0,0,0,0,0,0,0,0,0
