@relation adjacencyProb_clustered

@attribute Instance_number numeric
@attribute id {166-140,166-427-2,166-382,166-457,166-152-8,166-538,166-156,166-152-16,166-573,166-125,166-575,166-152-18,166-262,166-152-7,166-578,166-152-14,166-152-15,166-144-9,166-475,166-102,166-152-11,166-185,166-223,166-323,166-144-15,166-307,166-144-17,166-363,166-144-11,166-246,166-208,166-280,166-152-10,166-587,166-589,166-411,166-152-17,166-489,166-311,166-179,166-385A,166-325,166-483,166-457C,166-152-12,166-152-9,166-262-o2,166-262-o1,166-423,166-131,166-278,166-272,166-429,166-226-o2,166-205F,166-226-o1,166-333,166-373,166-234,166-448,166-152-13,166-144-7,166-427,166-144-12,166-572,166-282,166-305,166-144-14,166-215C,166-341,166-205,166-226-o3}
@attribute 166-140 numeric
@attribute 166-427-2 numeric
@attribute 166-382 numeric
@attribute 166-457 numeric
@attribute 166-152-8 numeric
@attribute 166-538 numeric
@attribute 166-156 numeric
@attribute 166-152-16 numeric
@attribute 166-573 numeric
@attribute 166-125 numeric
@attribute 166-575 numeric
@attribute 166-152-18 numeric
@attribute 166-262 numeric
@attribute 166-152-7 numeric
@attribute 166-578 numeric
@attribute 166-152-14 numeric
@attribute 166-152-15 numeric
@attribute 166-144-9 numeric
@attribute 166-475 numeric
@attribute 166-102 numeric
@attribute 166-152-11 numeric
@attribute 166-185 numeric
@attribute 166-223 numeric
@attribute 166-323 numeric
@attribute 166-144-15 numeric
@attribute 166-307 numeric
@attribute 166-144-17 numeric
@attribute 166-363 numeric
@attribute 166-144-11 numeric
@attribute 166-246 numeric
@attribute 166-208 numeric
@attribute 166-280 numeric
@attribute 166-152-10 numeric
@attribute 166-587 numeric
@attribute 166-589 numeric
@attribute 166-411 numeric
@attribute 166-152-17 numeric
@attribute 166-489 numeric
@attribute 166-311 numeric
@attribute 166-179 numeric
@attribute 166-385A numeric
@attribute 166-325 numeric
@attribute 166-483 numeric
@attribute 166-457C numeric
@attribute 166-152-12 numeric
@attribute 166-152-9 numeric
@attribute 166-262-o2 numeric
@attribute 166-262-o1 numeric
@attribute 166-423 numeric
@attribute 166-131 numeric
@attribute 166-278 numeric
@attribute 166-272 numeric
@attribute 166-429 numeric
@attribute 166-226-o2 numeric
@attribute 166-205F numeric
@attribute 166-226-o1 numeric
@attribute 166-333 numeric
@attribute 166-373 numeric
@attribute 166-234 numeric
@attribute 166-448 numeric
@attribute 166-152-13 numeric
@attribute 166-144-7 numeric
@attribute 166-427 numeric
@attribute 166-144-12 numeric
@attribute 166-572 numeric
@attribute 166-282 numeric
@attribute 166-305 numeric
@attribute 166-144-14 numeric
@attribute 166-215C numeric
@attribute 166-341 numeric
@attribute 166-205 numeric
@attribute 166-226-o3 numeric
@attribute Cluster {cluster0,cluster1}

@data
25,166-307,0.002617,0.009812,0.002289,0.000818,0,0.003434,0.000654,0.000164,0.000327,0.000491,0.000327,0.000164,0.000654,0,0.000164,0,0,0.000164,0.000327,0.001635,0,0.000491,0.002944,0.00507,0,0.743254,0,0.000164,0,0.000491,0.001308,0.000164,0,0.000981,0.000818,0.022077,0,0.00834,0.042682,0.000327,0.008831,0.00556,0.000491,0,0,0,0.003598,0.003598,0.011774,0.000981,0.000654,0.000491,0.005397,0.001472,0.000327,0.002126,0.005397,0.000491,0.006541,0.005397,0,0,0.002617,0.000164,0.000654,0.003271,0.058708,0.000327,0.005887,0.001472,0.00278,0.00785,cluster0
26,166-144-17,0.015145,0.000649,0.000216,0.000649,0,0,0.001514,0.001731,0,0,0,0,0.000865,0,0,0,0.000216,0.01601,0,0.00238,0,0.008222,0.000649,0,0.004327,0.000216,0.635006,0,0.18174,0.00238,0.000433,0.000865,0,0,0,0.000216,0,0.000649,0.000216,0.006058,0.001082,0.001082,0,0.000216,0.000216,0,0.001731,0.001731,0.000865,0.012765,0.000433,0.000433,0.000216,0,0.00238,0.001298,0.001082,0.000433,0.006923,0,0,0.000216,0,0.038295,0,0.004111,0.000433,0.038728,0,0.003029,0.000649,0.001298,cluster0
27,166-363,0.007638,0.001763,0.031434,0.020858,0.000294,0.000881,0.040247,0,0.000294,0.000294,0.000588,0.000294,0.064042,0,0.000294,0.000588,0,0.000588,0.032902,0.000588,0,0,0.001469,0.000294,0,0,0,0.563455,0,0.003819,0.000294,0,0.000294,0.000294,0.000881,0.000294,0,0.001175,0.000294,0,0.002938,0.002056,0.001469,0.054348,0,0,0.019095,0.050235,0.00235,0.000881,0.001175,0.007051,0.001175,0.001175,0.000294,0.002056,0.002938,0.025558,0.006169,0.003819,0,0,0.000881,0.000294,0.006757,0.004113,0.000881,0,0,0.023796,0.001469,0.000881,cluster1
28,166-144-11,0.010316,0,0.000322,0,0,0,0.001934,0,0,0,0,0,0,0,0,0,0.000645,0.006447,0.000322,0.000645,0,0.000645,0.000322,0,0.00548,0.000322,0.271115,0,0.652805,0.002901,0,0,0,0,0,0,0.000322,0.001289,0,0.001934,0.000322,0.001289,0,0,0,0,0.000645,0.000967,0,0,0,0.000967,0,0.000322,0,0,0,0,0.002579,0,0,0.002257,0,0.019342,0,0,0,0.010961,0,0.001289,0.000645,0.000645,cluster0
29,166-246,0.040105,0.00131,0.014241,0.017843,0,0.000327,0.019971,0.000164,0.000164,0.001146,0.000164,0.000818,0.030938,0,0.000327,0.000491,0,0.002946,0.000164,0.005566,0,0.000818,0.004256,0.000491,0.000164,0.000491,0.000982,0.002946,0.000818,0.647897,0.00131,0.013587,0,0,0,0.000982,0,0.000655,0.000818,0.000327,0.00622,0.002292,0.000982,0.001146,0,0,0.011131,0.019643,0.001801,0.004256,0.018988,0.004911,0.002619,0.002292,0.002292,0.001964,0.002619,0.000491,0.052382,0.001964,0,0.000164,0.00131,0.00131,0,0.016369,0.002128,0.002292,0.000164,0.018006,0.002783,0.004256,cluster1
30,166-208,0.006225,0.010534,0.000239,0.000718,0,0.008619,0.001676,0,0.000239,0.011492,0.000479,0,0.000718,0,0.000239,0,0,0,0.000479,0.01197,0,0.006943,0.091214,0.011731,0.000239,0.001915,0.000239,0.000479,0,0.000958,0.530045,0.000239,0,0.000239,0.002155,0.010534,0,0.014364,0.005506,0.000958,0.006464,0.013646,0,0.000479,0,0,0.00407,0.003112,0.010773,0.003591,0.001676,0.000479,0.005985,0.017716,0.006225,0.006703,0.024419,0.000239,0.042614,0.00407,0,0,0.001436,0.000958,0.000239,0.00814,0.017477,0.000239,0.02825,0.001436,0.039741,0.018434,cluster0
31,166-280,0.00421,0.000972,0.03044,0.005829,0,0.000648,0.002915,0.000324,0,0.000648,0.000324,0,0.003238,0,0.000648,0,0,0.00421,0,0.000324,0,0.000324,0.000972,0,0,0.000972,0.001943,0,0,0.033355,0.000324,0.675842,0,0,0,0.000648,0,0.000648,0.000324,0.000324,0.016192,0.000324,0.000324,0,0.000324,0,0.00421,0.00421,0.000972,0,0.067358,0.015544,0.000972,0.001295,0.01943,0.000972,0.001295,0.001295,0.017811,0.005505,0.000324,0.000648,0,0.003238,0,0.042422,0.000648,0.002591,0,0.003886,0.01522,0.002591,cluster1
32,166-152-10,0.000483,0,0,0,0,0,0.001449,0,0,0,0,0,0.001931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60985,0,0,0,0,0,0,0,0,0,0,0,0.318204,0.067117,0,0.000483,0,0,0,0.000483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster0
33,166-587,0.00148,0.018505,0,0.00074,0,0.03923,0.00074,0,0,0.00074,0.11621,0,0.00148,0,0.005181,0,0,0,0.00148,0,0,0.002221,0.00148,0.00148,0,0.002221,0,0,0.00074,0,0.00074,0,0,0.658031,0.014064,0.008882,0,0.022206,0,0,0.00148,0.00148,0.051073,0.00074,0,0,0.00074,0.00148,0.011103,0.00074,0,0,0.002961,0.00148,0.00148,0,0.002221,0.00148,0.00074,0.005922,0,0,0.00148,0,0.00148,0.004441,0.00148,0,0.00148,0,0.004441,0.002221,cluster0
34,166-589,0.005495,0.106838,0.001221,0.006716,0,0.084249,0.000611,0,0.004884,0.001832,0.022589,0,0,0,0.001832,0,0,0,0.003663,0.005495,0,0.009768,0.008547,0.003053,0,0.003663,0.000611,0.001221,0,0.000611,0.008547,0,0,0.008547,0.364469,0.018926,0,0.056166,0.003663,0,0.001832,0.006716,0.004274,0,0,0,0.004274,0.004884,0.038462,0.001221,0.000611,0,0.058608,0.001832,0.000611,0.005495,0.039072,0,0.015263,0.020147,0,0,0.02381,0,0.002442,0.001221,0.002442,0.000611,0,0.005495,0.007326,0.020147,cluster0
35,166-411,0.003565,0.021507,0.00115,0.00437,0,0.007016,0.001035,0,0.000345,0.000345,0.00138,0,0.00046,0,0.000115,0.000115,0,0.000115,0.003105,0.004255,0,0.00529,0.002875,0.00276,0,0.015986,0.00023,0.000575,0.000115,0.000575,0.004255,0.000115,0,0.00069,0.003105,0.659114,0,0.096722,0.009776,0.000345,0.00092,0.00437,0.00437,0.000115,0,0,0.008281,0.005405,0.046809,0.001955,0.000805,0.001035,0.008741,0.00299,0.00023,0.00437,0.006901,0.00069,0.007131,0.008396,0,0,0.00506,0.00023,0.00046,0.00138,0.00621,0.000115,0.00161,0.000345,0.007936,0.011731,cluster0
36,166-152-17,0.009281,0,0,0,0,0,0.010441,0.359629,0,0,0,0.00232,0.00116,0.00116,0,0,0,0.00232,0,0,0,0,0,0,0,0,0,0,0,0.00232,0,0,0,0,0,0,0.597448,0,0,0,0,0,0,0,0,0,0,0.00464,0,0,0.00116,0,0,0,0,0,0,0,0.00116,0,0,0,0,0.00232,0,0.00116,0,0.00116,0,0.00232,0,0,cluster0
37,166-489,0.007233,0.026444,0.000949,0.004506,0,0.015416,0.001304,0.000119,0.000949,0.000949,0.00415,0,0.00083,0.000119,0.000237,0.000356,0,0.000237,0.005336,0.011265,0,0.022056,0.005218,0.004269,0.000119,0.006403,0.000237,0.000474,0,0.000711,0.005336,0.000593,0,0.002965,0.010435,0.080043,0.000119,0.490217,0.006048,0.000119,0.002134,0.012333,0.0134,0.000593,0.000119,0,0.012807,0.008538,0.055022,0.006403,0.000356,0.000356,0.022886,0.004743,0.000237,0.009724,0.016839,0.000593,0.015653,0.026681,0,0.000119,0.014823,0.000237,0.000949,0.002134,0.014941,0.000237,0,0.001186,0.019685,0.020515,cluster0
38,166-311,0.002385,0.008518,0.003748,0.001022,0,0.011925,0,0,0.000341,0.001363,0.000681,0,0,0,0,0,0,0,0.000681,0.003066,0,0.004429,0.003748,0.018399,0,0.10937,0.000341,0.000341,0,0.000681,0.006474,0.000681,0,0.000341,0.000681,0.028279,0,0.016695,0.534583,0.000681,0.016354,0.017036,0.001363,0,0,0,0.011584,0.003066,0.021465,0.001022,0,0,0.007836,0.002044,0.001363,0.007836,0.014991,0.002044,0.008859,0.005451,0,0,0.003407,0,0.000681,0.007836,0.060988,0.000341,0.017376,0.004089,0.006474,0.017036,cluster1
39,166-179,0.003047,0.000609,0,0,0.000609,0,0,0.001219,0.000609,0,0.001219,0,0,0,0,0,0.001828,0.015235,0,0.011578,0,0.057282,0.000609,0,0.004875,0.001219,0.018891,0,0.007313,0,0.001828,0.001828,0,0,0,0.000609,0,0.001828,0.001219,0.755027,0.000609,0,0.001219,0,0.001219,0,0.009141,0.001219,0.000609,0.004875,0,0.001828,0.001219,0.000609,0.001828,0,0.000609,0.001219,0.001828,0,0,0.001828,0,0.053626,0,0.001828,0.001828,0.012188,0,0,0.00975,0.002438,cluster0
40,166-385A,0.010076,0.006007,0.048634,0.004844,0,0.003875,0.002519,0,0.000581,0.001744,0.003875,0,0.004844,0,0.000194,0,0,0.000581,0.0031,0.002325,0,0.001938,0.002713,0.005619,0.000194,0.004069,0.000775,0.002131,0.000194,0.009301,0.004069,0.012013,0,0.000581,0.000194,0.001744,0,0.001163,0.005619,0.000194,0.591165,0.004457,0.01337,0.000581,0,0,0.0031,0.004457,0.005425,0.003294,0.002906,0.002325,0.004844,0.00155,0.010269,0.002131,0.007363,0.008332,0.031002,0.025576,0,0,0.000969,0.000775,0.000388,0.070529,0.031002,0.001744,0.000194,0.019182,0.005619,0.001744,cluster1
41,166-325,0.002661,0.014827,0.001331,0.001616,0,0.003517,0.00057,0.000095,0.000095,0.006273,0.000475,0,0.000095,0,0,0,0,0.000285,0.00076,0.00057,0,0.00038,0.041536,0.005228,0.00019,0.003517,0.00019,0.00038,0.00019,0.001236,0.005703,0.000285,0,0.000095,0.000475,0.005038,0.00019,0.006273,0.004562,0,0.003517,0.669803,0.00038,0.00019,0,0,0.002756,0.003612,0.013782,0.001616,0.00019,0.00038,0.023192,0.016063,0.000475,0.004182,0.04952,0.000665,0.022716,0.007509,0,0,0.024808,0.000665,0.000095,0.004087,0.012546,0.00038,0.000095,0.005038,0.005038,0.018059,cluster0
42,166-483,0.002864,0.006363,0.011136,0.013045,0,0.008272,0.000636,0,0.001273,0.000318,0.11804,0,0.000955,0,0.008272,0,0,0,0.036271,0.001909,0,0.001273,0.001591,0.002864,0.000318,0.000318,0.000318,0.000955,0,0.000955,0.000636,0.000955,0,0.019408,0.002545,0.006682,0,0.023863,0.000955,0.000318,0.018772,0,0.586701,0.002227,0,0,0.002864,0.001909,0.014954,0.000955,0,0,0.007318,0.000955,0.006682,0.000955,0.002227,0.001591,0.001591,0.048361,0,0,0.000636,0,0.001273,0.016227,0.0035,0.000318,0,0.005091,0.000636,0.000955,cluster1
43,166-457C,0.004433,0.005383,0.007283,0.10893,0,0.00095,0.004433,0,0.00095,0.000317,0.000317,0,0.004117,0,0.0019,0,0,0.000317,0.024066,0,0,0,0.000317,0,0,0.000317,0.000317,0.063015,0,0.004433,0,0.000317,0,0,0.000633,0.000317,0,0.00095,0.000317,0,0.000317,0.000317,0.003483,0.703927,0,0,0.001583,0.008866,0.003167,0.000317,0,0,0.001267,0,0,0.001267,0.000633,0.000633,0.001267,0.0114,0,0,0.000633,0.000633,0.013616,0.001267,0.00095,0,0.000317,0.008866,0,0.00095,cluster0
44,166-152-12,0,0,0,0,0.000799,0,0.000266,0.000266,0,0,0,0,0,0,0,0.000266,0,0.000799,0.000266,0,0.115108,0,0,0,0,0,0.000266,0,0.000266,0.000266,0,0,0.089795,0,0,0,0,0,0,0.001332,0,0,0,0,0.610978,0.173195,0.001865,0.000266,0,0,0.000266,0.002398,0,0,0,0,0,0,0.000266,0,0,0.000266,0,0.000533,0,0,0,0.000266,0,0,0,0,cluster0
45,166-152-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009392,0,0,0,0,0,0,0,0,0,0,0,0.004943,0,0,0,0,0,0,0,0,0,0,0,0.37568,0.609985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster0
46,166-262-o2,0.014682,0.00315,0.001228,0.001655,0.000267,0.000641,0.029683,0.000214,0.000214,0.001281,0.000427,0.000427,0.005125,0,0.000214,0.000534,0,0.000747,0.000694,0.003951,0,0.001869,0.005339,0.000214,0.00016,0.001281,0.000534,0.005712,0.000053,0.004057,0.001762,0.000641,0.000107,0.00016,0.00032,0.003043,0.000214,0.003684,0.001121,0.000587,0.001228,0.001281,0.00032,0.000908,0.000427,0,0.578933,0.192462,0.00283,0.003417,0.00048,0.008435,0.001548,0.005232,0.000267,0.055416,0.002669,0.003577,0.007848,0.001228,0.000107,0.000053,0.001014,0.000801,0.000267,0.002029,0.000694,0.001335,0.000267,0.007101,0.002296,0.01954,cluster1
47,166-262-o1,0.03116,0.002089,0.002268,0.002746,0.000119,0.000657,0.095511,0.000119,0.000119,0.000955,0.000119,0.000657,0.017252,0,0.000239,0.003641,0,0.000895,0.000836,0.004119,0,0.001313,0.005671,0.000418,0.000119,0.001134,0.000537,0.007939,0.000119,0.006566,0.001612,0.000597,0,0.000179,0.000418,0.002746,0.000298,0.004,0.000478,0.000239,0.000716,0.001194,0.000418,0.00203,0.00006,0,0.232868,0.393923,0.001791,0.003522,0.000418,0.001074,0.001671,0.006029,0.000298,0.093302,0.002925,0.000358,0.015401,0.000657,0.000776,0,0.000895,0.000358,0.000179,0.00197,0.000716,0.000895,0.00006,0.016834,0.001492,0.019281,cluster1
48,166-423,0.004398,0.068862,0.000628,0.006911,0,0.011686,0.001257,0,0.000251,0.000628,0.003518,0,0.000628,0,0.001005,0,0,0.000126,0.004272,0.00666,0,0.00666,0.011561,0.004398,0,0.007665,0,0.000503,0,0.000754,0.004272,0.000126,0,0.00289,0.006032,0.062202,0,0.070621,0.009676,0.000251,0.00377,0.017467,0.007288,0.001508,0,0,0.005278,0.003518,0.447223,0.002262,0.000251,0.000126,0.030912,0.00666,0.000251,0.00377,0.018095,0.001005,0.032169,0.025132,0,0,0.040588,0.000126,0.000377,0.007288,0.012063,0.000126,0.000251,0.004524,0.018221,0.011309,cluster1
49,166-131,0.082474,0.008139,0.001221,0.000543,0.000136,0.004341,0.006511,0,0,0.021297,0.00095,0.000136,0.000814,0,0.000271,0,0,0.001628,0.000407,0.081525,0,0.027944,0.004476,0.000271,0.000407,0.000543,0.007461,0.000678,0.000136,0.004748,0.002713,0.000136,0,0.000814,0.001899,0.00217,0,0.013158,0.001085,0.000271,0.001221,0.001356,0.000678,0.000136,0,0,0.005969,0.006647,0.009495,0.614759,0,0.000136,0.00529,0.002442,0.000407,0.002035,0.00529,0.000407,0.024145,0.000543,0,0,0.001628,0.000407,0,0.003527,0.005426,0.001763,0.000136,0.013294,0.010445,0.00312,cluster0
50,166-278,0.001144,0,0.013733,0.010986,0,0.000229,0.008698,0,0.000458,0.000458,0,0,0.0206,0,0,0.000229,0,0.000687,0.001373,0.000229,0,0,0.001602,0.000229,0,0,0.000458,0.000687,0,0.032959,0.003662,0.039826,0,0.000229,0.000458,0.001144,0,0.001144,0,0.000458,0.003204,0.000458,0.000229,0.000229,0,0,0.004807,0.00412,0.000229,0.000458,0.697642,0.078279,0.000458,0.000229,0.01648,0.000916,0.000687,0.007095,0.006638,0.001373,0,0,0,0.000229,0,0.017853,0.000229,0.000229,0.000458,0.001602,0.013275,0.000916,cluster1
51,166-272,0.002771,0.000554,0.004295,0.00097,0.000139,0.000139,0.012884,0,0.000416,0,0.000139,0,0.053477,0,0,0,0,0.000416,0.001385,0.000277,0,0,0.000693,0,0.000139,0.000277,0.000416,0.001247,0,0.004988,0.000416,0.008035,0.000139,0,0,0.00097,0,0.000416,0.000277,0,0.001524,0.000554,0,0.000139,0.000554,0,0.020643,0.00568,0.000277,0.000416,0.044749,0.78997,0.000693,0.000277,0.001801,0.001108,0.000416,0.025353,0.001108,0.000693,0,0.000139,0.000416,0.000693,0.000139,0.003048,0.000139,0,0,0.000693,0.001801,0.001108,cluster0
52,166-429,0.003461,0.078194,0.000315,0.003855,0.000079,0.006293,0.000865,0,0.000236,0.000787,0.000787,0,0.000551,0,0.000787,0,0,0.000236,0.000865,0.003225,0,0.002281,0.009676,0.000551,0.000079,0.001888,0.000079,0.000079,0.000157,0.001809,0.002203,0.000236,0,0.000157,0.006844,0.008181,0,0.015733,0.001416,0.000157,0.001101,0.018644,0.000944,0.000315,0,0,0.002989,0.001888,0.018408,0.003147,0.000236,0.000157,0.625472,0.010935,0.000079,0.003619,0.030994,0.000157,0.019273,0.025252,0,0,0.053335,0.000393,0.000629,0.002281,0.011407,0,0.000079,0.003855,0.006529,0.005821,cluster1
53,166-226-o2,0.003276,0.00624,0.00078,0.001404,0.000156,0.003432,0.003276,0,0.000156,0.003276,0,0,0.00078,0,0.000156,0,0,0,0.000312,0.001248,0,0.000936,0.098128,0.001092,0,0.001248,0.000156,0.000624,0.000156,0.000936,0.007488,0.000468,0,0.000156,0.000624,0.00234,0,0.003276,0.000936,0.000156,0.00156,0.030265,0.000156,0.000156,0,0,0.017785,0.018877,0.002496,0.002496,0.001092,0.000468,0.023557,0.310296,0.000624,0.091732,0.070827,0.000468,0.056162,0.000624,0,0,0.006864,0,0.000468,0.002184,0.00312,0.000312,0.001248,0.000936,0.012168,0.199844,cluster0
54,166-205F,0.00109,0.000779,0.000935,0,0,0,0.000623,0.000156,0,0,0,0,0.001246,0.000156,0.000156,0,0,0.000156,0,0.001869,0,0.00405,0.002648,0.000156,0.000156,0.000779,0.001402,0,0,0.00109,0.003427,0.011838,0,0.000156,0.000156,0.000312,0,0.000156,0.000623,0.000623,0.009502,0.000156,0.002648,0,0.000156,0,0.000623,0.000156,0.000312,0,0.012617,0.00296,0.000623,0.000312,0.876791,0.000312,0.000623,0.000156,0.002181,0.002804,0,0,0,0.001558,0,0.015576,0.002025,0.000623,0.002804,0.000623,0.028505,0.000623,cluster1
55,166-226-o1,0.004654,0.003189,0.001207,0.000603,0,0.001034,0.005774,0,0.000172,0.001638,0.000431,0,0.001293,0,0.000172,0,0,0.000086,0.000259,0.001551,0,0.000862,0.01672,0.000948,0,0.001034,0.000603,0.000689,0.000172,0.001207,0.002499,0.000345,0,0.000086,0.000603,0.003016,0,0.004826,0.001551,0.000086,0.001034,0.004051,0.000259,0.000603,0.000172,0,0.087477,0.143153,0.002586,0.001379,0.000259,0.000431,0.004223,0.041196,0.000172,0.496251,0.010342,0.000431,0.012238,0.001379,0.000086,0,0.003103,0.000517,0.000517,0.001293,0.002068,0.000259,0.000259,0.002327,0.003275,0.121348,cluster0
56,166-333,0.008564,0.032317,0.001631,0.001835,0,0.009787,0.002855,0.000102,0.000102,0.002141,0,0,0.000408,0,0.000102,0.000204,0,0.000714,0.000918,0.001529,0,0.001529,0.034662,0.003976,0,0.003772,0,0.001529,0.000102,0.002243,0.013865,0.000204,0,0.000306,0.006627,0.00683,0,0.008462,0.006321,0.000102,0.004282,0.054644,0.00051,0.000408,0,0,0.002753,0.003568,0.012947,0.003568,0.000816,0.000204,0.03456,0.033337,0.000408,0.007952,0.521358,0.000408,0.06912,0.010704,0,0,0.027016,0.000204,0.000306,0.008054,0.016719,0.000306,0.000816,0.008666,0.010093,0.01254,cluster1
57,166-373,0.000814,0.000543,0.042345,0.002986,0.000814,0,0.001086,0.000271,0.002714,0,0.001086,0,0.05076,0,0,0,0,0.000543,0.042617,0.000543,0,0.000543,0.001086,0,0,0.000814,0,0.020901,0,0.001086,0.000271,0.000271,0,0,0,0.0019,0,0.000543,0.000814,0,0.008143,0.002443,0.000271,0.001086,0.000543,0,0.014387,0.006243,0.001086,0.000543,0.006515,0.052932,0.001357,0,0,0.001629,0.000543,0.715798,0.0019,0.001086,0,0,0.000543,0.001357,0.002443,0.001357,0.000543,0.000271,0.000271,0.000814,0,0.000543,cluster0
58,166-234,0.039761,0.010837,0.002018,0.002018,0.000149,0.005979,0.042302,0,0.000075,0.005904,0.000822,0.001196,0.007025,0,0,0.000747,0.000149,0.004111,0.000448,0.025112,0.000075,0.007698,0.060538,0.002167,0.000448,0.002466,0.002691,0.003662,0.000448,0.022123,0.016442,0.005381,0,0.000448,0.00157,0.005979,0.000149,0.007474,0.003363,0.000374,0.011958,0.024738,0.000598,0.000374,0,0,0.0213,0.059268,0.016592,0.020553,0.003961,0.00157,0.008819,0.056726,0.001719,0.013154,0.021674,0.000374,0.313901,0.007399,0.000149,0,0.002541,0.002093,0.000075,0.026009,0.013229,0.00441,0.001719,0.012706,0.035351,0.024888,cluster1
59,166-448,0.00286,0.055503,0.004872,0.042686,0.000106,0.009639,0.000212,0.000106,0.000847,0.000212,0.008262,0,0.00053,0,0.002012,0,0,0.000212,0.008262,0.000636,0,0.001589,0.001483,0.000318,0.000212,0.001695,0.000318,0.002012,0.000106,0.002012,0.002754,0.002012,0,0.000106,0.007414,0.005508,0,0.014299,0.001483,0.000106,0.014511,0.003284,0.010592,0.004766,0,0,0.002436,0.002754,0.024044,0.000741,0.000424,0.000106,0.038661,0.001059,0.001589,0.001801,0.013664,0.000636,0.01091,0.605232,0,0,0.010168,0.000318,0.001059,0.027857,0.008368,0.000106,0.000318,0.029552,0.002648,0.002012,cluster1
60,166-152-13,0.007869,0,0,0,0.002421,0,0.004237,0,0,0,0,0.001816,0.001211,0,0,0.322639,0.05569,0.000605,0,0,0,0,0,0,0,0,0,0,0,0.000605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000605,0,0,0,0,0,0,0,0,0,0,0,0,0.599274,0.000605,0,0.000605,0,0.000605,0,0.000605,0,0.000605,0,0,cluster0
61,166-144-7,0.015337,0.006135,0,0,0,0,0.006135,0,0,0,0,0,0.009202,0,0,0,0.006135,0.055215,0,0,0,0,0,0,0.006135,0,0.003067,0,0.030675,0,0,0.003067,0,0,0,0,0,0,0,0.009202,0.006135,0,0,0,0,0,0.006135,0,0,0,0,0.003067,0,0,0,0,0,0,0.009202,0,0,0.601227,0,0.193252,0,0,0,0.030675,0,0,0,0,cluster0
62,166-427,0.001672,0.042624,0.000627,0.004283,0,0.010447,0.000313,0,0.000104,0.000209,0.000209,0.000104,0.000104,0,0.000104,0,0,0,0.000522,0.001254,0,0.002089,0.002194,0.001254,0.000104,0.001045,0.000104,0.000104,0,0.000836,0.000836,0.000104,0,0,0.00491,0.003656,0,0.012119,0.001358,0,0.000836,0.028416,0.000313,0.000418,0,0,0.00188,0.001149,0.033744,0.000731,0,0,0.075219,0.005433,0,0.003239,0.024551,0.000209,0.004388,0.010343,0,0,0.70351,0.000209,0.000418,0.001567,0.001776,0.000418,0.000209,0.000627,0.00188,0.005224,cluster0
63,166-144-12,0.015448,0.000657,0.000329,0.000164,0.000329,0.000329,0.002301,0.002794,0,0.000329,0,0.000164,0.003122,0.000164,0,0.000493,0.000493,0.029745,0.000329,0.001808,0,0.006409,0.001315,0,0.08332,0.000329,0.025308,0,0.009203,0.001643,0.000657,0.001643,0,0.000164,0,0.000329,0,0.000164,0,0.013147,0.000822,0.000657,0.000164,0,0.000493,0,0.002958,0.002794,0.000329,0.00115,0.000493,0.000986,0.000822,0.000493,0.001643,0.000493,0,0.000986,0.003287,0.000986,0.000164,0.009532,0.000164,0.733443,0,0.001808,0.000493,0.028102,0.000164,0.002465,0.000657,0.000822,cluster0
64,166-572,0.001331,0.009315,0.009315,0.055223,0,0.010645,0.001996,0,0.093147,0,0.05988,0,0.012641,0,0.011311,0,0,0,0.095808,0,0,0.000665,0.000665,0,0,0.002661,0,0.025948,0,0.000665,0.001331,0,0,0.002661,0.005988,0.002661,0,0.002661,0,0,0,0.000665,0.000665,0.025283,0,0,0.005323,0.007319,0.001996,0.000665,0.001996,0.000665,0,0.001331,0.000665,0.002661,0.000665,0.003327,0,0.007319,0,0,0.000665,0,0.525615,0.001331,0.000665,0,0,0.001996,0.000665,0.001996,cluster0
65,166-282,0.011611,0.009869,0.004064,0.004644,0,0.001887,0.006821,0,0.000145,0.000726,0.009579,0.00029,0.003483,0,0.001016,0.000145,0,0.001597,0.001161,0.003048,0,0.000435,0.00566,0,0,0.001016,0.002032,0.002322,0,0.018433,0.002322,0.022061,0,0.001016,0.000581,0.001597,0,0.001306,0.001451,0.000145,0.04746,0.004064,0.008708,0.000581,0.000145,0,0.003193,0.00508,0.007402,0.003338,0.011756,0.003919,0.005515,0.002903,0.011756,0.001451,0.009434,0.000871,0.069086,0.045864,0,0,0.002177,0.000726,0.000726,0.591001,0.002903,0.001887,0.000581,0.017126,0.016401,0.003483,cluster1
